ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID195369828,3/44 Walsh St,3,u,2400000.0,3/06/2017,2.0,1.0,0.0,79.0,-37.8369,144.98514
ID375367171,2/37 Bonanza Rd,3,t,900000.0,29/07/2017,2.0,2.0,243.0,49.0,-37.98214,145.05175
ID204194077,3/50 Denbigh Rd,2,u,546000.0,30/07/2016,0.0,0.0,0.0,6.0,-37.8568,145.0161
ID495323162,5 Crew St,3,h,710000.0,19/11/2016,1.0,1.0,616.0,59.0,-37.7306,145.0854
ID687713480,56 Hillsyde Pde,3,h,1025000.0,7/05/2016,2.0,1.0,654.0,69.0,-37.7369,144.9251
ID953779503,2/5 Camperdown St,2,u,905000.0,15/10/2016,1.0,2.0,189.0,39.0,-37.9172,145.0072
ID384883905,6 Brooks St,3,h,700000.0,12/08/2017,1.0,4.0,658.0,79.0,-37.70711,144.97318
ID438198232,54 Dunstan Av,2,h,1110000.0,22/07/2017,1.0,0.0,196.0,97.0,-37.75815,144.97366
ID281340419,133 Yarra St,2,h,1190000.0,22/07/2017,2.0,1.0,147.0,19.0,-37.80269000000001,145.0001
ID951069460,9 Stewart St,3,h,820000.0,4/06/2016,1.0,1.0,274.0,94.0,-37.8968,145.075
ID382589890,6 Hayden Cr,3,h,613000.0,29/07/2017,1.0,2.0,465.0,39.0,-37.78141,144.82461999999995
ID259191492,5 Aroona Ct,3,h,1680000.0,22/07/2017,2.0,2.0,673.0,54.0,-37.76316,144.89799
ID688244621,24 Brooke St,2,h,2850000.0,18/03/2017,1.0,1.0,1777.0,89.0,-37.7676,145.0597
ID528426862,3/8 Mountain Gr,2,h,890000.0,10/12/2016,1.0,1.0,0.0,49.0,-37.8128,145.0588
ID240831619,129 Banksia St,3,h,1300000.0,8/07/2017,1.0,2.0,615.0,69.0,-37.75825,145.05438
ID397445376,3/14 Charles St,2,u,540000.0,15/07/2017,1.0,1.0,0.0,59.0,-37.85145,145.09107
ID325217196,1/54 Pender St,1,u,415000.0,8/07/2017,1.0,1.0,0.0,49.0,-37.75443,145.00919
ID798251137,20a Park Rd,3,h,1100000.0,14/05/2016,1.0,1.0,111.0,18.0,-37.8525,145.0071
ID763096489,4/95 Wilson St,2,u,760000.0,25/02/2017,1.0,2.0,0.0,19.0,-37.914,145.003
ID876181156,18 Grimwade Ct,3,h,528000.0,27/05/2017,2.0,1.0,525.0,6.0,-37.6507,145.04681000000005
ID126550517,33 Hannan St,4,h,2230000.0,10/09/2016,2.0,2.0,782.0,119.0,-37.8647,144.8867
ID358451107,7 Cartwright St,4,h,1350000.0,4/03/2017,2.0,2.0,590.0,64.0,-37.7151,144.9194
ID879377471,10 Hastings St,3,h,1460000.0,17/09/2016,1.0,2.0,742.0,69.0,-37.8529,145.0962
ID914650224,25 Morawa Dr,3,h,862000.0,22/07/2017,2.0,2.0,246.0,17.0,-37.928290000000004,145.19647
ID699933789,6 Brady St,3,h,1275000.0,18/03/2017,2.0,1.0,132.0,119.0,-37.821999999999996,145.0041
ID287686021,7/200 Albion St,2,u,585000.0,20/05/2017,1.0,1.0,430.0,13.0,-37.7609,144.9623
ID615738731,57 View St,3,h,596000.0,12/11/2016,1.0,3.0,624.0,49.0,-37.6967,144.9313
ID262816914,10/20 Cromwell Rd,1,u,410000.0,12/08/2017,1.0,1.0,0.0,59.0,-37.8446,145.00018
ID133647352,1/132 Pascoe Vale Rd,4,t,726000.0,22/05/2016,2.0,1.0,67.0,19.0,-37.760999999999996,144.9262
ID239238632,24 Garnsworthy St,3,h,752500.0,1/07/2017,1.0,2.0,623.0,69.0,-37.94106,145.16193
ID587887561,2/4 Collins St,3,u,775000.0,17/09/2016,1.0,1.0,211.0,39.0,-37.8275,145.1232
ID864653090,73 Belford Rd,3,h,1750000.0,4/03/2017,1.0,3.0,650.0,49.0,-37.7955,145.0473
ID415302566,409/216 Rouse St,2,u,665000.0,3/06/2017,2.0,1.0,1472.0,9.0,-37.840959999999995,144.93791000000004
ID513461093,11 Findon St,2,h,1036000.0,3/12/2016,1.0,1.0,310.0,109.0,-37.8717,145.0399
ID442733007,31 The Crescent,4,t,1200000.0,29/07/2017,2.0,2.0,304.0,12.0,-37.946329999999996,145.04946999999999
ID344871903,301/228 The Avenue,3,u,1560000.0,27/05/2017,2.0,1.0,2431.0,69.0,-37.78212,144.95755
ID672965391,10 Barilla Rd,3,t,935000.0,15/07/2017,2.0,2.0,280.0,34.0,-37.941109999999995,145.0431
ID676735768,12 Pacific Dr,4,h,840000.0,22/07/2017,2.0,2.0,383.0,59.0,-38.01958,145.12356
ID636068386,63 Thompsons Rd,4,h,1250000.0,18/03/2017,2.0,2.0,732.0,34.0,-37.7771,145.0855
ID181669736,1/33 Holyrood St,3,h,1460000.0,15/10/2016,2.0,2.0,413.0,49.0,-37.933,144.9975
ID708252103,9/723 Orrong Rd,2,u,655000.0,8/04/2017,1.0,1.0,1816.0,59.0,-37.8389,145.0141
ID172247824,38 Clarks Rd,4,h,847000.0,28/05/2016,3.0,2.0,579.0,39.0,-37.7368,144.8689
ID730503090,9 Beckley St,3,h,1370000.0,28/05/2016,1.0,1.0,563.0,89.0,-37.7493,144.97799999999995
ID526121537,22/3 Alfred Sq,1,u,520000.0,8/04/2017,1.0,1.0,2422.0,49.0,-37.8644,144.9741
ID736895250,76 Plymouth Rd,3,h,702500.0,12/08/2017,1.0,1.0,864.0,12.0,-37.78264,145.26447
ID706664109,7 Whitty St,2,h,555000.0,18/06/2016,1.0,1.0,254.0,49.0,-37.7881,144.8354
ID188701962,2/30 Caroline St,3,t,935000.0,10/09/2016,2.0,2.0,217.0,14.0,-37.7591,144.8923
ID823950678,31 Wordsworth St,4,h,1345000.0,18/06/2016,2.0,2.0,313.0,109.0,-37.7709,144.9288
ID610730297,7/32 Gardenia Rd,2,u,440000.0,18/06/2016,1.0,1.0,0.0,49.0,-37.8971,145.0093
ID119036675,16/60 Farnham St,2,u,450000.0,13/05/2017,1.0,1.0,0.0,49.0,-37.7826,144.9311
ID685261281,116 Cornwall Rd,3,h,620000.0,7/11/2016,1.0,1.0,376.0,10.0,-37.7831,144.842
ID212230587,16 Muriel Ct,3,h,825000.0,1/07/2017,2.0,5.0,537.0,59.0,-37.70047,145.02881000000005
ID305188765,1/6 Jepson St,3,t,1070000.0,13/05/2017,2.0,2.0,257.0,7.0,-37.813,144.8703
ID663825978,8 Kinkora Rd,4,h,2010000.0,24/06/2017,3.0,3.0,451.0,49.0,-37.81633,145.02833
ID947270067,33 Dalgety Dr,3,h,960000.0,10/12/2016,2.0,2.0,229.0,8.0,-37.7778,144.9065
ID684556206,1472 Dandenong Rd,2,h,750000.0,22/05/2016,2.0,2.0,607.0,69.0,-37.8964,145.0977
ID636637997,11 Sandpiper Pl,4,h,2440000.0,27/11/2016,3.0,3.0,500.0,14.0,-37.8638,144.8798
ID138981871,27 McMahons Rd,3,h,864000.0,4/06/2016,1.0,2.0,565.0,69.0,-37.7283,144.969
ID225493792,5/11 Albion St,2,u,497500.0,28/08/2016,0.0,0.0,0.0,91.0,-37.8739,144.9929
ID321553705,12A Almond St,2,h,997000.0,29/04/2017,1.0,2.0,311.0,94.0,-37.8895,145.0229
ID137628964,7 Kampman St,4,h,1300000.0,18/03/2017,2.0,2.0,744.0,34.0,-37.7791,145.086
ID961172746,188 Rachelle Rd,3,h,835000.0,8/04/2017,2.0,2.0,700.0,39.0,-37.7322,144.8722
ID742516239,11 Kerferd St,3,h,1610000.0,18/06/2016,1.0,2.0,569.0,69.0,-37.9419,145.01
ID359412955,2/57 Kingsville St,1,u,210000.0,18/03/2017,1.0,1.0,0.0,49.0,-37.81,144.8786
ID891430095,8 Dudley Pde,5,h,2350000.0,15/10/2016,2.0,4.0,838.0,109.0,-37.8252,145.0721
ID599856298,11/22 Brenbeal St,2,t,760000.0,10/12/2016,1.0,1.0,121.0,59.0,-37.8112,145.0881
ID351270019,182 Separation St,3,h,1050000.0,15/07/2017,1.0,2.0,530.0,79.0,-37.77062,145.00891000000001
ID831011771,3 Palermo St,3,h,2285000.0,15/10/2016,2.0,2.0,221.0,129.0,-37.8416,144.9959
ID620815122,509/33 MacKenzie St,2,u,390000.0,30/07/2016,1.0,1.0,1751.0,7.0,-37.8077,144.9668
ID425044005,27 Summerhill Rd,2,h,800000.0,9/09/2017,1.0,2.0,353.0,89.0,-37.79047,144.88289
ID623945175,159 Graham Rd,3,h,870000.0,22/08/2016,1.0,2.0,698.0,59.0,-37.7343,145.0837
ID205742758,9/12 Pascoe St,2,h,386000.0,7/05/2016,1.0,1.0,111.0,32.0,-37.7152,144.9349
ID659567182,4/24 Highbury Gr,2,u,525000.0,14/05/2016,1.0,1.0,0.0,49.0,-37.8054,145.0373
ID957440220,165 Osborne St,4,h,1630000.0,29/04/2017,2.0,2.0,260.0,13.0,-37.8657,144.8942
ID587767858,44 Bent St,3,h,1232000.0,3/06/2017,1.0,1.0,352.0,119.0,-37.76708,144.99624
ID769687719,3 Diosma Ct,3,h,1155000.0,3/09/2017,2.0,2.0,2405.0,39.0,-38.16457,145.12421
ID730138573,3 Walkers Rd,4,h,845000.0,3/06/2017,2.0,2.0,633.0,89.0,-38.0781,145.12429
ID505075325,20 Glenora Av,2,h,1150000.0,29/07/2017,1.0,2.0,1800.0,29.0,-37.79578,145.27461
ID772262597,167 Richardson St,3,h,1280000.0,22/08/2016,1.0,1.0,131.0,119.0,-37.7846,144.9704
ID201823200,58 London St,4,t,1155000.0,10/09/2016,3.0,2.0,271.0,9.0,-37.9252,145.0494
ID232484430,3A Blanche St,3,t,1308000.0,8/04/2017,1.0,2.0,125.0,29.0,-37.7953,144.9864
ID628577893,203 Munro St,4,h,1400000.0,18/06/2016,1.0,1.0,856.0,49.0,-37.7432,144.9481
ID386550460,1/373 South Rd,3,u,725000.0,8/04/2017,1.0,1.0,137.0,14.0,-37.9319,145.0282
ID784350665,349 Waverley Rd,5,h,1810000.0,10/09/2016,3.0,2.0,751.0,85.0,-37.8775,145.0622
ID228207414,4/69 Wattle Valley Rd,2,u,913000.0,8/04/2017,1.0,1.0,0.0,99.0,-37.8322,145.0816
ID347781337,89 Thames St,4,h,2770000.0,12/11/2016,1.0,2.0,715.0,69.0,-37.8135,145.1218
ID776878887,141 Summerhill Rd,3,h,750000.0,26/08/2017,1.0,2.0,232.0,99.0,-37.797,144.88173
ID300707640,3/7 Lilian St,3,t,1235000.0,27/05/2017,3.0,2.0,338.0,119.0,-37.827040000000004,145.16801
ID324447758,26 Milton St,3,h,932500.0,28/05/2016,2.0,1.0,254.0,119.0,-37.7738,144.9215
ID648747548,1/10 Wilton Gr,3,t,1350000.0,3/09/2016,2.0,2.0,1170.0,89.0,-37.8831,144.9801
ID451395648,42 Agg St,3,h,930000.0,10/12/2016,2.0,1.0,343.0,99.0,-37.8432,144.8764
ID490226373,2/28 Tivoli Pl,2,u,910000.0,28/08/2016,0.0,0.0,0.0,49.0,-37.8357,144.9859
ID271679642,1/4 Flowerdale Rd,3,u,865000.0,28/08/2016,2.0,2.0,317.0,17.0,-37.9431,145.0347
ID756353567,1/111 Nepean St,2,u,585000.0,15/07/2017,1.0,1.0,240.0,54.0,-37.712540000000004,145.09705
ID626906427,141 Cooper St,3,h,1990000.0,12/06/2016,2.0,2.0,1021.0,19.0,-37.7415,144.8987
ID469336222,38 MacGregor St,3,h,1837000.0,6/08/2016,2.0,1.0,769.0,99.0,-37.8799,145.0552
ID438950239,3 David Rd,4,h,1050000.0,27/05/2017,2.0,2.0,1529.0,19.0,-37.74113,145.22308999999996
ID611290289,47 Parkmore Rd,4,h,1370000.0,26/08/2017,3.0,3.0,605.0,89.0,-37.91487,145.06623000000005
ID505783583,4 Mary St,2,u,520000.0,24/09/2016,1.0,1.0,0.0,79.0,-37.7813,144.9773
ID423328783,641 Waverley Rd,3,h,2500000.0,12/08/2017,1.0,2.0,1128.0,69.0,-37.87923,145.08955
ID650599772,2/53 Caroline St,1,u,422000.0,4/03/2017,1.0,0.0,0.0,51.0,-37.836999999999996,144.9881
ID965029768,10 Castella Ct,3,h,450000.0,8/07/2017,1.0,1.0,702.0,49.0,-37.66059,144.92006
ID213621849,4 Glendora Av,4,h,2210000.0,12/08/2017,2.0,1.0,396.0,111.0,-37.88779,144.99933000000001
ID897290375,13 Baily St,4,h,1387000.0,24/06/2017,2.0,4.0,691.0,823.0,-37.86827,145.1452
ID431995396,1/24 Green St,3,h,1200000.0,28/05/2016,1.0,1.0,116.0,5.0,-37.8533,144.9913
ID430692391,139 Cole St,5,h,5500000.0,3/09/2017,5.0,2.0,830.0,79.0,-37.89544,145.00279
ID693816136,3 Crisp St,5,h,1652000.0,20/05/2017,2.0,1.0,697.0,99.0,-37.7459,144.9159
ID269066645,49 Romano Av,4,h,550000.0,8/07/2017,2.0,1.0,531.0,49.0,-37.65121,145.05404
ID540524385,1 Bahama Ct,4,h,1270000.0,3/06/2017,2.0,2.0,600.0,44.0,-37.83944,145.18641000000005
ID382618506,35 Walter St,3,h,730000.0,8/07/2017,1.0,6.0,609.0,59.0,-37.73106,144.80665
ID414365170,316 Liberty Pde,2,h,650000.0,8/04/2017,1.0,2.0,465.0,59.0,-37.7369,145.0371
ID763305429,8 Campbell St,3,h,1528500.0,4/03/2017,1.0,1.0,375.0,89.0,-37.8015,145.0505
ID311105656,5 Charlotte St,2,h,1000000.0,19/11/2016,1.0,2.0,159.0,139.0,-37.7962,144.9887
ID998542831,8 Sydenham St,3,h,1600000.0,27/05/2017,2.0,3.0,598.0,59.0,-37.95357,145.02651
ID673764809,6 Ashby Gr,5,h,1901000.0,10/09/2016,2.0,2.0,963.0,94.0,-37.7674,145.0518
ID983708161,133 MacEdon Rd,4,h,945000.0,18/06/2016,2.0,2.0,675.0,34.0,-37.764,145.1145
ID885469810,34 Princess St,3,h,1126000.0,18/03/2017,1.0,0.0,357.0,119.0,-37.8103,144.8962
ID680429594,816/300 Swanston St,1,u,400000.0,13/08/2016,1.0,1.0,0.0,14.0,-37.8106,144.9646
ID972191409,49 Rogerson St,3,h,795000.0,28/05/2016,1.0,1.0,549.0,59.0,-37.7644,144.8575
ID250990371,21 Edgewood St,3,h,1490000.0,22/08/2016,2.0,1.0,371.0,104.0,-37.8871,145.05200000000005
ID213787989,85 Clifton St,4,h,1400000.0,23/09/2017,2.0,1.0,629.0,10.0,-37.79241,145.10445
ID745916193,1/100 St Elmo Rd,2,u,450000.0,19/11/2016,1.0,1.0,0.0,59.0,-37.759,145.047
ID129266244,38 Yuruga Bvd,4,h,635000.0,16/09/2017,2.0,2.0,334.0,19.0,-37.90584000000001,144.74858
ID972266406,87 Orrong Rd,3,h,1750000.0,19/11/2016,2.0,2.0,517.0,119.0,-37.8813,145.0063
ID757586470,6/55 Provost St,2,u,640000.0,8/10/2016,2.0,1.0,0.0,13.0,-37.802,144.9459
ID303643089,5 Alder St,3,h,1460000.0,3/12/2016,1.0,2.0,451.0,59.0,-37.8874,145.019
ID519160369,11a Elm Gr,2,h,1102000.0,12/11/2016,1.0,2.0,318.0,109.0,-37.9011,145.0011
ID414602620,8/3 Miller St,2,t,750000.0,18/03/2017,2.0,2.0,0.0,17.0,-37.7761,144.9792
ID294633098,41 Lilian St,3,h,1160000.0,3/06/2017,1.0,1.0,603.0,129.0,-37.77173,145.09581
ID523375472,2/19 Eildon Rd,3,t,1400000.0,7/11/2016,2.0,2.0,128.0,17.0,-37.8624,144.9768
ID968611773,33 Ross St,4,h,1835000.0,28/05/2016,2.0,2.0,619.0,89.0,-37.8171,145.0934
ID530855038,45 Afton St,3,h,2050000.0,22/07/2017,2.0,6.0,402.0,19.0,-37.76027,144.88953999999995
ID929406588,60 Cummins Rd,3,h,1650000.0,26/08/2017,2.0,2.0,623.0,99.0,-37.92698,145.02673000000001
ID535688031,57 Wales St,3,h,925000.0,24/09/2016,1.0,1.0,275.0,99.0,-37.8085,144.8802
ID252786490,3 Harold St,4,h,1500000.0,15/10/2016,2.0,1.0,593.0,89.0,-37.8655,145.096
ID330076476,8 Mary St,4,h,1926000.0,17/06/2017,2.0,2.0,639.0,69.0,-37.798359999999995,145.10111
ID399428192,3 Bruthen St,3,h,1175000.0,1/07/2017,2.0,6.0,650.0,125.0,-37.9379,145.05456
ID460200393,16 Homebush Rd,3,h,630000.0,1/07/2017,2.0,2.0,397.0,12.0,-37.75107,144.78415
ID154561474,1 Rocke St,4,h,1300000.0,7/11/2016,1.0,1.0,586.0,74.0,-37.7726,145.0396
ID379676512,8 Crawford St,2,h,650000.0,22/05/2016,1.0,1.0,149.0,129.0,-37.8491,144.8903
ID921577387,7 Foxcroft Ct,3,h,511000.0,8/04/2017,2.0,2.0,519.0,44.0,-37.7997,144.7968
ID561284861,1/5 Little St,3,h,720000.0,6/08/2016,2.0,1.0,0.0,7.0,-37.8379,144.8583
ID628417846,142 Balwyn Rd,2,h,1850000.0,6/08/2016,1.0,1.0,1015.0,89.0,-37.8074,145.0826
ID937799166,46 Eglinton St,4,h,1525000.0,26/08/2017,3.0,1.0,233.0,49.0,-37.768840000000004,144.91708
ID505075965,12 Patterson Av,4,h,1702000.0,16/09/2017,1.0,1.0,762.0,59.0,-37.84162,145.10435
