ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID208745836,2059 Malvern Rd,3,h,1380000.0,8/04/2017,1.0,2.0,572.0,109.0,-37.8757,145.066
ID691417136,13 Haddon Ct,8,h,741000.0,23/09/2017,3.0,1.0,1063.0,39.0,-37.65826,144.92538000000005
ID928459037,3 Birk Ct,3,h,680000.0,8/04/2017,2.0,1.0,277.0,9.0,-37.7039,144.8986
ID604505201,71 Oak St,2,h,1470000.0,3/06/2017,1.0,4.0,633.0,59.0,-37.98489,145.04116000000005
ID115200771,5/12 Judith St,1,u,286000.0,8/07/2017,1.0,1.0,314.0,59.0,-37.90321,145.0555
ID359673457,11 Wewak Pde,2,h,735000.0,3/12/2016,1.0,3.0,602.0,59.0,-37.7455,145.0452
ID333632469,4/11 Lewisham Rd,2,u,520000.0,15/10/2016,1.0,1.0,0.0,9.0,-37.8573,144.9987
ID453920264,2/8 Stewart St,2,u,580000.0,22/07/2017,1.0,1.0,103.0,9.0,-37.72773,144.92628
ID410179232,15 Blossom Ct,3,h,1400000.0,12/08/2017,3.0,2.0,621.0,39.0,-37.79207,145.11672
ID143939543,13/11 Belmont Av,1,u,260000.0,8/07/2017,1.0,1.0,0.0,69.0,-37.8574,145.04795
ID959734342,10 Bennett St,4,h,1830000.0,19/11/2016,2.0,2.0,606.0,49.0,-37.7743,145.0316
ID162447556,140 Essex St,2,h,912500.0,3/12/2016,1.0,1.0,444.0,79.0,-37.7933,144.876
ID842806989,1/26 Talmage St,3,t,580000.0,29/07/2017,2.0,2.0,175.0,5.0,-37.77856,144.82443
ID324028716,70 Chirnside St,4,h,1140000.0,16/09/2017,1.0,0.0,276.0,104.0,-37.80774,144.88251
ID137800325,2/10 Millicent Av,3,u,687500.0,12/08/2017,2.0,2.0,216.0,7.0,-38.07509,145.12965
ID344137803,45 Cosmos St,5,h,810000.0,11/03/2017,4.0,4.0,695.0,69.0,-37.7028,144.9377
ID269890941,41 McKinnon Rd,2,h,1200000.0,12/08/2017,1.0,2.0,397.0,79.0,-37.90978,145.02937
ID563653860,1/241 Lower Plenty Rd,2,h,725000.0,14/05/2016,2.0,2.0,336.0,74.0,-37.7381,145.07299999999995
ID650597258,53 Moore St,4,h,1305000.0,26/08/2017,1.0,1.0,449.0,109.0,-37.77081,144.92074
ID355133804,33 Ogilvie St,4,h,1113000.0,28/08/2016,1.0,2.0,533.0,69.0,-37.7509,144.8922
ID653380590,154 Stawell St,3,h,1435000.0,25/02/2017,1.0,0.0,182.0,129.0,-37.8289,145.0089
ID552513423,47 View St,3,h,1587000.0,20/05/2017,2.0,2.0,624.0,59.0,-37.8203,145.1105
ID344705373,4 McPherson St,3,h,835000.0,23/04/2016,1.0,0.0,302.0,129.0,-37.758,144.9724
ID474198361,26 Milton St,3,h,932500.0,28/05/2016,2.0,1.0,254.0,119.0,-37.7738,144.9215
ID779961095,48 Sydney St,3,h,840000.0,27/11/2016,1.0,0.0,697.0,99.0,-37.7809,144.8228
ID471922056,1b Daphne St,3,h,928000.0,10/09/2016,2.0,1.0,145.0,21.0,-37.8233,145.0769
ID382218783,64 Hanover St,3,h,1250000.0,22/05/2016,1.0,1.0,483.0,129.0,-37.7602,144.9543
ID720796646,27 Middle St,3,h,730000.0,10/12/2016,1.0,2.0,570.0,49.0,-37.7106,144.9491
ID815414017,4/30 Kenmare St,5,h,1400000.0,10/12/2016,4.0,2.0,355.0,40.0,-37.812,145.1074
ID507606246,24/18 Station Rd,2,u,415000.0,15/10/2016,1.0,1.0,0.0,39.0,-37.857,144.891
ID597473619,10/21 Bent St,2,u,420000.0,12/11/2016,1.0,0.0,1045.0,69.0,-37.9158,145.0379
ID617683526,202/8 Bond St,2,u,850000.0,3/12/2016,2.0,2.0,0.0,5.0,-37.8411,144.9944
ID681506036,43 Cary St,3,h,600000.0,12/11/2016,1.0,2.0,751.0,59.0,-37.7692,144.8246
ID358383316,106/360 Lygon St,2,u,480000.0,28/05/2016,2.0,1.0,0.0,79.0,-37.7679,144.9725
ID743471848,25 Lily St,2,h,645000.0,3/09/2016,1.0,1.0,566.0,69.0,-37.7839,144.8524
ID758595156,22 Mortimore St,3,h,1610000.0,22/07/2017,2.0,2.0,672.0,59.0,-37.92768,145.04268000000005
ID423611104,2C Ray Rd,3,t,780000.0,27/05/2017,2.0,2.0,306.0,20.0,-37.85473,145.1521
ID169802294,122 Victoria Rd,5,h,2775000.0,22/05/2016,3.0,2.0,864.0,64.0,-37.8231,145.0535
ID679558486,3/43 Cromwell Rd,2,u,771000.0,17/06/2017,1.0,1.0,1272.0,19.0,-37.84283,145.00015
ID974725850,35 Chandler St,4,h,1400000.0,4/03/2017,2.0,4.0,457.0,39.0,-37.8517,144.8923
ID295340236,6 Dallas St,3,h,900000.0,12/08/2017,1.0,2.0,585.0,14.0,-37.98137,145.0918
ID808030852,5 Jess St,4,h,801000.0,24/09/2016,1.0,2.0,771.0,54.0,-37.705,145.0035
ID359969104,14/1737 Malvern Rd,1,u,375000.0,25/02/2017,1.0,1.0,602.0,89.0,-37.8597,145.0571
ID551146285,22 Baldwin St,2,h,1859000.0,6/05/2017,2.0,3.0,311.0,49.0,-37.8545,145.0219
ID449942783,1a Benina St,2,u,860000.0,22/07/2017,1.0,1.0,230.0,29.0,-37.9236,145.05913
ID611742411,3/64 Brunel St,3,u,1160000.0,11/02/2017,2.0,1.0,309.0,12.0,-37.7642,144.895
ID763957789,14 Duncan Ct,4,h,675000.0,8/07/2017,2.0,4.0,744.0,49.0,-37.6815,144.87892
ID844330524,19 Charles St,3,h,1290000.0,22/07/2017,2.0,1.0,196.0,109.0,-37.77651,144.99074
ID259809253,44 Greig St,2,h,1750000.0,27/11/2016,1.0,1.0,162.0,139.0,-37.8416,144.9488
ID905560770,26 Kirkwood Av,5,h,3350000.0,12/08/2017,4.0,4.0,700.0,44.0,-37.95762,145.01418
ID555602262,5/3 Rotherwood Rd,2,u,470000.0,6/08/2016,1.0,1.0,1473.0,59.0,-37.7713,145.0499
ID563527749,2 Kokaribb Rd,2,h,930000.0,18/06/2016,1.0,1.0,264.0,89.0,-37.8864,145.0561
ID369482115,12 Witchwood Cl,3,t,1460000.0,4/06/2016,2.0,1.0,181.0,29.0,-37.8334,144.9867
ID869195339,106 Outlook Dr,3,h,600000.0,22/05/2016,1.0,4.0,541.0,51.0,-37.7051,144.9069
ID811012640,12 Beverley Gr,3,h,1800000.0,3/09/2017,2.0,2.0,786.0,104.0,-37.87834,145.12131000000005
ID288883272,7/113 Punt Rd,1,u,350000.0,29/04/2017,1.0,0.0,0.0,44.0,-37.8508,144.984
ID801872048,6 Caspian Tce,4,h,1200000.0,29/04/2017,3.0,2.0,183.0,13.0,-37.8566,144.8737
ID326065593,21 Shirley St,3,h,582000.0,8/07/2017,1.0,0.0,674.0,59.0,-37.73704,144.79108
ID310751097,6/10 Wrexham Rd,1,u,452000.0,11/02/2017,1.0,1.0,0.0,45.0,-37.8568,145.0004
ID538017340,3/50 Airlie Rd,3,t,960000.0,27/05/2017,2.0,2.0,397.0,16.0,-37.72331,145.11909
ID720192328,10/18 Tulloch Gr,3,t,655000.0,17/06/2017,2.0,2.0,0.0,17.0,-37.89873,145.15072
ID315197293,3/555 Punt Rd,2,u,642000.0,13/05/2017,1.0,1.0,595.0,49.0,-37.8422,144.9855
ID132965056,8/302 Abbotsford St,2,u,550000.0,1/07/2017,1.0,0.0,4563.0,8.0,-37.79939,144.94635
ID561541786,2 Fernhurst Gr,4,h,2450000.0,24/09/2016,2.0,2.0,1012.0,119.0,-37.8067,145.0277
ID200320411,61 Steele St,4,h,1361500.0,10/12/2016,1.0,2.0,453.0,99.0,-37.7698,144.9336
ID329925174,806/22 Coromandel Pl,2,u,387000.0,15/07/2017,1.0,0.0,0.0,8.0,-37.81301,144.96924
ID383358210,21 Maud St,3,h,1300000.0,12/11/2016,1.0,2.0,464.0,64.0,-37.7945,145.0667
ID731539200,32 Fawkner St,4,h,1330000.0,6/05/2017,2.0,2.0,273.0,129.0,-37.7574,144.8959
ID890446049,4/25 Jackson St,2,u,400000.0,14/05/2016,1.0,1.0,0.0,49.0,-37.8619,144.976
ID221645867,5 Pamela Ct,4,h,653000.0,3/06/2017,1.0,4.0,632.0,6.0,-37.68136,144.99479
ID118281678,41 Parkmore Rd,4,h,950000.0,16/09/2017,2.0,3.0,587.0,59.0,-37.84154,145.17606
ID475450639,60 Woiwurung Cr,2,t,631000.0,3/09/2017,2.0,1.0,1965.0,19.0,-37.73615,144.97455
ID649665822,66A Gardenvale Rd,3,h,1250000.0,11/02/2017,2.0,2.0,236.0,15.0,-37.8982,145.0121
ID567914353,49 Derby St,3,h,855000.0,16/07/2016,1.0,1.0,274.0,129.0,-37.7641,144.9112
ID716735758,86 Neville St,2,h,896000.0,26/07/2016,1.0,2.0,543.0,49.0,-37.898,145.0528
ID255091501,243 Darebin Rd,2,h,1460000.0,24/06/2017,1.0,2.0,508.0,59.0,-37.76499,145.01723
ID124218565,123 Rankins Rd,2,h,850000.0,24/09/2016,1.0,1.0,169.0,119.0,-37.7925,144.9315
ID180090149,27 Bruce St,3,h,680000.0,23/04/2016,1.0,2.0,462.0,99.0,-37.7448,144.9478
ID652152005,4 Sapphire St,4,h,1372000.0,1/07/2017,1.0,2.0,866.0,49.0,-37.83816,145.17783
ID502740748,8/12 Brentwood St,2,u,420000.0,27/05/2017,1.0,1.0,0.0,49.0,-37.9336,145.04509
ID727270192,17 Bannister St,4,h,618000.0,20/05/2017,1.0,2.0,604.0,49.0,-37.6875,144.9102
ID647323852,67 Ross St,3,h,1665000.0,1/07/2017,3.0,2.0,121.0,8.0,-37.83591,144.93648000000005
ID579636866,5/10 Dorset Rd,3,u,600000.0,4/03/2017,1.0,1.0,204.0,11.0,-37.7234,144.9497
ID992976401,135 Manningham Rd,4,h,1085000.0,10/12/2016,2.0,1.0,1124.0,59.0,-37.7679,145.0958
ID280463646,1/12 Hatfield Ct,4,u,530000.0,10/09/2016,2.0,1.0,0.0,49.0,-37.809,144.8686
ID365208901,509/72 Altona St,2,u,501000.0,29/07/2017,1.0,1.0,3957.0,11.0,-37.79741,144.92614
ID858069755,22 Gladstone Av,3,h,1500000.0,23/09/2017,1.0,2.0,230.0,119.0,-37.86275,145.02364
ID874228750,3 Willis St,2,h,840000.0,29/04/2017,1.0,2.0,171.0,57.0,-37.9358,144.9996
ID335426428,120 MacPherson St,3,h,760000.0,12/06/2016,1.0,1.0,265.0,109.0,-37.7975,144.8894
ID258398768,61 Broughton Rd,3,h,1525000.0,13/05/2017,2.0,2.0,347.0,6.0,-37.8323,145.105
ID754175934,98 Crookston Rd,3,h,906000.0,3/09/2017,1.0,2.0,741.0,69.0,-37.70931,145.01434
ID836273417,8 Cash St,4,h,1740000.0,10/09/2016,2.0,2.0,610.0,26.0,-37.7843,145.0891
ID753868294,8 Marwarra St,4,h,910000.0,3/06/2017,1.0,2.0,669.0,54.0,-37.81656,145.24247
ID732514922,11 Maureen St,3,h,944000.0,1/07/2017,1.0,1.0,446.0,59.0,-37.86071,145.1278
ID249528620,96 Southern Rd,3,h,805000.0,20/05/2017,1.0,0.0,592.0,79.0,-37.7421,145.0487
ID513419797,12 Emily Dr,4,h,792500.0,16/09/2017,2.0,2.0,846.0,23.0,-38.00626,145.29079
ID280262377,17 Edward St,3,h,527000.0,22/05/2016,1.0,1.0,609.0,59.0,-37.7083,144.9644
ID166747801,2/27 Ruffey St,3,u,725000.0,18/06/2016,1.0,1.0,465.0,44.0,-37.7549,145.1185
ID842263943,13 Rosemary Dr,3,h,572000.0,27/05/2017,1.0,2.0,640.0,44.0,-37.6591,145.00548999999995
ID921461289,2 Bell St,3,h,1310000.0,28/08/2016,1.0,2.0,464.0,39.0,-37.8539,145.0702
ID336035333,73 Belford Rd,3,h,1750000.0,4/03/2017,1.0,3.0,650.0,49.0,-37.7955,145.0473
ID813540018,11 Commercial Rd,3,h,930000.0,8/10/2016,1.0,3.0,413.0,69.0,-37.7931,144.893
ID907363352,92 Sterling Dr,4,h,698000.0,27/05/2017,2.0,2.0,535.0,54.0,-37.74083,144.85545
ID874643656,14 Baker St,4,h,760000.0,8/04/2017,1.0,5.0,650.0,69.0,-37.7867,144.8437
ID740798251,9/3 Rae Ct,2,u,660000.0,27/05/2017,1.0,1.0,0.0,119.0,-37.85672,145.00273
ID128161175,6 The Crescent,3,h,1375000.0,8/04/2017,2.0,3.0,487.0,8.0,-37.7942,144.8934
ID225049508,80 South Rd,4,h,645000.0,7/11/2016,2.0,1.0,283.0,29.0,-37.7908,144.8485
ID280502889,3/191 Balwyn Rd,3,t,1238000.0,27/11/2016,2.0,2.0,186.0,9.0,-37.8028,145.0828
ID245346362,4/264 Williams Rd,2,u,810000.0,10/12/2016,2.0,2.0,0.0,39.0,-37.842,145.0046
ID425570351,80 Bunting St,2,h,951000.0,16/07/2016,1.0,0.0,108.0,114.0,-37.8259,145.0089
ID636144178,2/48 Inkerman St,2,t,600000.0,15/10/2016,1.0,2.0,127.0,109.0,-37.7859,144.8787
ID376910977,11 Benaroon Dr,4,h,750000.0,1/07/2017,2.0,4.0,544.0,11.0,-37.66747,144.98802
ID726391480,242 Waterloo Rd,3,h,725000.0,16/09/2017,1.0,1.0,327.0,59.0,-37.7151,144.92103
ID121152005,61 Canterbury St,3,h,1012000.0,13/08/2016,1.0,1.0,212.0,89.0,-37.7818,144.9247
ID966704651,77 Spenser St,3,h,1900000.0,10/12/2016,2.0,2.0,289.0,40.0,-37.8726,144.9782
ID897778440,4 Miller St,3,h,1000000.0,15/10/2016,1.0,1.0,431.0,49.0,-37.75,144.9695
ID610275606,10 Dundalk St,3,h,651500.0,8/04/2017,1.0,1.0,555.0,69.0,-37.7988,144.822
ID226495608,1/464 Victoria St,2,t,735000.0,24/09/2016,1.0,2.0,120.0,15.0,-37.7659,144.9487
ID301915636,2a Bessie St,2,u,746000.0,3/12/2016,1.0,2.0,281.0,17.0,-37.9255,145.0796
ID422875333,1/38 Edgar St,2,u,382000.0,16/07/2016,1.0,1.0,1069.0,59.0,-37.8547,145.0457
ID893021609,35 Percy St,2,h,705000.0,23/04/2016,1.0,1.0,161.0,109.0,-37.7646,144.9586
ID153100967,3 Arthur St,4,h,1910000.0,23/09/2017,3.0,2.0,416.0,5.0,-37.82671,145.11068
ID238947138,7 Mitchell Ct,2,h,650000.0,27/05/2017,1.0,2.0,650.0,59.0,-37.69712,144.91949
ID203700689,2 Raven St,5,h,1510000.0,9/09/2017,2.0,3.0,677.0,49.0,-37.79348,145.15241
ID832405582,2 Blackwood St,3,h,801000.0,16/09/2017,1.0,1.0,852.0,79.0,-37.67601,145.02955
ID550491838,5/16 Omar St,3,t,640000.0,3/12/2016,2.0,2.0,214.0,99.0,-37.7806,144.8714
ID635808869,21 Dixon Av,4,h,760000.0,8/07/2017,2.0,2.0,815.0,59.0,-37.78393,145.29131999999996
ID133640950,25 High St,3,h,895000.0,29/04/2017,1.0,2.0,775.0,69.0,-37.7075,145.0807
ID760242146,7 Inverness St,4,h,900000.0,1/07/2017,1.0,2.0,836.0,59.0,-37.70343,145.03082
ID276316954,55 View St,4,h,2000000.0,18/06/2016,2.0,1.0,626.0,90.0,-37.8197,145.1106
ID901637559,1 Otford Cl,3,h,975000.0,17/09/2016,1.0,2.0,576.0,79.0,-37.9363,145.0495
ID408352951,95 Harker St,3,h,657500.0,23/09/2017,2.0,1.0,729.0,18.0,-37.5877,144.73734
ID548691959,79 Victoria St,4,h,2100000.0,27/05/2017,2.0,2.0,831.0,74.0,-37.95694,145.01936
ID889301600,41 Cameron St,3,h,998000.0,7/11/2016,2.0,3.0,479.0,69.0,-37.7271,144.9968
ID566671879,220 Napier St,3,h,1160000.0,27/06/2016,1.0,1.0,651.0,19.0,-37.7416,144.9204
ID353690908,35 James St,4,h,810000.0,10/09/2016,2.0,2.0,1034.0,69.0,-37.7379,144.9851
ID810169257,248 Montague St,3,h,1650000.0,17/09/2016,2.0,0.0,204.0,129.0,-37.8357,144.9531
ID120408255,5/205 Centre Rd,2,u,636000.0,3/09/2016,1.0,2.0,202.0,45.0,-37.9165,145.0259
ID609839158,1/43 Cameron St,3,u,752000.0,11/02/2017,1.0,1.0,265.0,26.0,-37.7302,144.8855
ID629482227,27 Augusta St,5,h,2575000.0,22/08/2016,3.0,2.0,688.0,109.0,-37.8921,145.0381
ID196471741,59 Alamein Rd,3,h,532000.0,7/11/2016,1.0,1.0,390.0,64.0,-37.7369,145.0422
ID347513266,1/19 Patterson Rd,2,h,855000.0,7/11/2016,1.0,1.0,298.0,79.0,-37.9247,145.0287
ID166505304,6 Paul Gr,4,h,675000.0,24/06/2017,2.0,2.0,1031.0,59.0,-38.00224,145.41081
ID671706763,4 Toorang Ct,4,h,435000.0,15/07/2017,2.0,2.0,553.0,14.0,-38.08699,145.48273
ID964662917,15 Alberta St,3,h,870000.0,16/09/2017,1.0,2.0,417.0,69.0,-37.79644,144.86388
ID461537963,5/25 Ashley St,2,u,300000.0,26/07/2016,1.0,1.0,87.0,49.0,-37.7174,145.0016
ID365262037,1/2 Dubbo St,3,u,675000.0,9/09/2017,1.0,1.0,284.0,2.0,-37.77933,144.81679
ID560285121,227 Wood St,3,h,1010000.0,22/04/2017,1.0,2.0,486.0,79.0,-37.7341,145.0096
ID890061905,1/383 South Rd,2,u,750000.0,3/12/2016,1.0,3.0,305.0,49.0,-37.9318,145.0293
ID831950524,42 Bishop St,4,h,1610000.0,15/07/2017,2.0,2.0,592.0,69.0,-37.90821,145.09313999999995
ID768101655,28 Gloucester St,3,h,730000.0,7/05/2016,1.0,1.0,546.0,8.0,-37.721,144.9967
ID889486350,24 Florence St,3,h,1900000.0,17/06/2017,1.0,0.0,738.0,27.0,-37.88351,145.15714
ID851950168,5a Compton St,2,u,695000.0,27/05/2017,1.0,1.0,300.0,8.0,-37.80574,145.18832
ID878866057,49 Bent St,3,h,1500000.0,28/05/2016,1.0,1.0,929.0,69.0,-37.8651,144.832
ID365689142,45 Westbank Tce,2,h,1045000.0,18/06/2016,1.0,1.0,138.0,129.0,-37.8218,145.0132
ID999437356,503/99 River St,2,u,978500.0,4/03/2017,2.0,2.0,17200.0,19.0,-37.8361,144.9966
ID494868281,1/11 Glengala Rd,3,h,453000.0,17/06/2017,1.0,1.0,305.0,13.0,-37.78874,144.82398999999995
ID178175514,43 David St,4,h,890000.0,15/07/2017,1.0,1.0,499.0,6.0,-37.86639,144.82625
ID660449274,9 Greensborough Rd,3,h,515000.0,24/09/2016,2.0,1.0,606.0,64.0,-37.7347,145.0783
ID782067988,3/39 Lemon Gr,2,u,710000.0,26/08/2017,1.0,1.0,903.0,34.0,-37.8064,145.18452
ID981744218,1/19 Trevascus St,2,u,525500.0,15/10/2016,1.0,1.0,831.0,49.0,-37.8974,145.0294
ID402454882,80 Gowrie St,3,h,780000.0,17/06/2017,1.0,2.0,697.0,59.0,-37.69795,144.94285
ID516021280,258 Napier St,3,h,2200000.0,16/04/2016,2.0,1.0,187.0,119.0,-37.8003,144.9806
ID756860387,2/58 North Rd,3,u,1410000.0,17/06/2017,2.0,2.0,257.0,34.0,-37.89886,144.99462
ID943573643,2/15 Ogden St,3,t,525000.0,1/07/2017,1.0,1.0,194.0,8.0,-37.70168,144.94862
ID653628915,349 Park St,2,h,1180000.0,9/09/2017,1.0,0.0,140.0,119.0,-37.83745,144.95459
ID802414336,15 Glenvale Rd,3,h,610000.0,10/09/2016,1.0,2.0,492.0,19.0,-37.7205,144.9872
ID416635688,7 Haydens Rd,3,t,2030000.0,16/09/2017,3.0,2.0,725.0,39.0,-37.98667,145.02796
ID571667053,10/8 Hull St,2,u,640000.0,14/05/2016,1.0,2.0,0.0,19.0,-37.8173,144.9965
ID982828061,106 Parkmore Rd,3,h,1110000.0,10/12/2016,1.0,4.0,612.0,59.0,-37.9159,145.0733
ID621477372,2/92 Clarence St,3,t,1000000.0,13/05/2017,2.0,2.0,265.0,8.0,-37.8924,145.0154
ID552421333,302/218 Lygon St,1,u,290000.0,8/07/2017,1.0,0.0,197.0,7.0,-37.77165,144.97187
ID435688494,292 Rathmines St,3,h,1275000.0,20/05/2017,1.0,2.0,517.0,69.0,-37.7638,145.0182
ID491324866,13 Hilbert Ct,3,h,1033000.0,18/03/2017,1.0,2.0,548.0,44.0,-37.8951,145.101
ID989780550,10 Grevillia Rd,5,h,1100000.0,12/11/2016,2.0,4.0,783.0,69.0,-37.7207,144.9263
ID657337091,5 McPherson St,4,h,1820000.0,16/09/2017,2.0,2.0,317.0,2.0,-37.75792,144.97218
ID363081171,3/58 Byron St,1,u,340000.0,27/06/2016,1.0,1.0,0.0,49.0,-37.8784,144.9864
ID509161784,23 Somerset Rd,3,h,1770000.0,18/03/2017,1.0,3.0,603.0,19.0,-37.8503,145.0754
ID745733175,7 Portland Pl,4,h,1265000.0,15/07/2017,2.0,2.0,604.0,44.0,-38.01347,145.12675
ID404187237,13 Manley St,3,h,500000.0,29/07/2017,2.0,2.0,321.0,8.0,-37.63169,145.03135
ID497071380,3 Ballarat St,1,t,625000.0,18/06/2016,1.0,1.0,82.0,89.0,-37.7661,144.9614
ID185986079,1/12 Hotham St,2,u,850000.0,9/09/2017,1.0,1.0,2243.0,49.0,-37.81452,145.10884
ID650551039,11 Waverley St,4,h,1155000.0,17/06/2017,1.0,3.0,616.0,119.0,-37.75728,144.90723
ID927706924,2 Headley St,3,h,780000.0,18/06/2016,1.0,2.0,677.0,6.0,-37.7297,144.9648
ID415188510,148 Adderley St,3,h,1370000.0,24/06/2017,1.0,0.0,121.0,18.0,-37.80973,144.9472
ID616156751,1/54 Emmaline St,1,u,370000.0,23/04/2016,1.0,1.0,0.0,109.0,-37.7635,144.9934
ID716558134,7/501 Orrong Rd,3,u,732000.0,18/06/2016,2.0,2.0,0.0,119.0,-37.8597,145.0104
ID410872990,5 Birch Sq,3,h,1350000.0,27/11/2016,2.0,2.0,133.0,19.0,-37.8183,145.0079
ID427082028,164 Cecil St,3,h,2075000.0,27/11/2016,2.0,0.0,141.0,129.0,-37.8333,144.9576
ID388438082,10 Shore Gr,3,t,830000.0,29/07/2017,2.0,2.0,275.0,11.0,-37.73156,144.97087
ID310756226,5 Filbert St,3,h,1314000.0,10/09/2016,1.0,2.0,339.0,89.0,-37.8906,145.0221
ID478878519,1/26 Thorpe St,3,h,826000.0,3/09/2016,1.0,2.0,281.0,62.0,-37.8457,144.8651
ID297112044,83 Challis St,5,h,1220000.0,10/09/2016,3.0,2.0,681.0,99.0,-37.8426,144.8731
ID898192962,16 Tribe St,3,h,2000000.0,15/10/2016,2.0,1.0,161.0,129.0,-37.8383,144.9499
ID649400898,20/264 Drummond St,1,u,490000.0,29/04/2017,1.0,1.0,0.0,10.0,-37.7998,144.9689
ID641578443,5/28 Eleanor St,2,t,480000.0,6/08/2016,1.0,1.0,556.0,9.0,-37.7919,144.8854
ID190917945,4/831 Park St,1,u,170000.0,16/09/2017,1.0,0.0,1250.0,2.0,-37.77685,144.95188000000005
ID151219653,2/119 Railway St N,3,u,605000.0,25/02/2017,1.0,2.0,181.0,12.0,-37.8659,144.822
ID636363206,3/23 Christine St,2,u,556000.0,3/12/2016,1.0,1.0,195.0,24.0,-37.7405,145.0876
ID692131485,291 George St,2,h,1460000.0,12/11/2016,1.0,0.0,0.0,129.0,-37.8006,144.9814
ID492984000,7/30 Walsh St,1,u,250000.0,4/02/2016,1.0,1.0,0.0,59.0,-37.9028,145.0475
